t,open,high,low,close,volume
2014-03-26,152.0780710385468,152.3219943774666,150.35434611018002,150.395,119842897.0
2014-03-27,150.2152223967927,150.6949354209557,149.52411041282912,150.077,142382757.0
2014-03-28,150.50803207720094,151.57315833737667,150.4185939942854,150.817,101641547.0
2014-03-31,151.77655478316666,152.2887915084755,150.84151949093632,152.053,99744911.0
2014-04-01,152.54876398406375,153.15043803452858,152.0446586985392,153.061,89193125.0
2014-04-02,153.25689993646762,153.77726927149516,152.97232295637443,153.574,78680761.0
2014-04-03,153.80905953453853,153.84971319514395,152.89841753697718,153.37,77435320.0
2014-04-04,154.20762135193132,154.2401443133047,151.31307778969955,151.557,169380705.0
2014-04-07,151.19104860583704,151.44310144298578,149.57303200607575,149.882,140802699.0
2014-04-08,149.81701782820096,150.74392220421396,149.27225823878985,150.5,112659755.0
2014-04-09,150.90651985675342,152.16678443529852,150.46745993906674,152.118,100253612.0
2014-04-10,152.1102579165757,152.18343475649706,148.73599252020094,148.923,172959331.0
2014-04-11,148.09323640570767,149.13397069032007,147.4183852680293,147.581,167250792.0
2014-04-14,148.7358692467476,149.0936223898546,147.52438701213512,148.744,132381601.0
2014-04-15,149.0524959826276,149.87369945711185,147.58083431053203,149.768,157092533.0
2014-04-16,150.80136925804547,151.3461307688175,150.13464621501103,151.338,105196633.0
2014-04-17,151.13433188475778,151.97179886259994,150.87414796931168,151.549,105254649.0
2014-04-21,151.59015355004277,152.12678464499572,151.40314574422584,152.078,68329343.0
2014-04-22,152.2323693118314,153.1836691681303,152.15106163180585,152.769,85790307.0
2014-04-23,152.7118379301147,152.79314547879434,152.28903867698054,152.411,73869384.0
2014-04-24,153.15906085289888,153.1753223659692,151.98823191183516,152.72,88169916.0
2014-04-25,152.2241610392399,152.31359944173064,151.12650791776264,151.468,100380205.0
2014-04-28,152.08522233518838,152.60558877354453,150.3859006849315,151.947,135121094.0
2014-04-29,152.43546950732357,152.89079201065246,152.11023914780296,152.655,84097551.0
2014-04-30,152.40262545802136,153.26448409537466,152.19122616961394,153.11,101507717.0
2014-05-01,153.03656199224764,153.54066712685182,152.6381563213508,153.126,93019095.0
2014-05-02,153.11026890354142,153.78512166329895,152.67933882803362,152.907,98121662.0
2014-05-05,152.15926122492303,153.30570003184377,151.73646109754802,153.2,75882739.0
2014-05-06,152.85795053003534,152.96365017667847,151.83347703180215,151.866,85454226.0
2014-05-07,152.3788535767511,152.83417697466467,151.2405450819672,152.761,106500480.0
2014-05-08,152.62239226342714,153.7119133631714,152.11015473145784,152.598,93617513.0
